"ID","FloorPlan","ShipToType","SerialTypeCode","ReceiveToLocation","ReceiveToLocationCode","DateEffective","Unreleased","DateCreated","UserCreated","Authorized","DateAuthorized","UserAuthorized","Received","DateConfirmedReceived","UserReceived","Paid","DatePaid","UserPaid","EDISentDate","EDISentTime","RequestedDeliveryDate","AllowBOInvoice","Buyer","Code","Confirmed","CostFactor","DateConfirmed","DateCosted","DateFinished","DateOrdered","DateReceived","DateStarted","FloorPlanDays","ShipToAddress1","ShipToAddress2","ShipToCity","ShipToCode","ShipToName","ShipToNotes","ShipToPhone1","ShipToPhone2","ShipToState","ShipToZipCode","SupplierAccountNumber","SupplierAddress1","SupplierAddress2","SupplierCity","SupplierCode","SupplierContact1","SupplierContact2","SupplierCustomerServicePhone","SupplierDescription","SupplierEmail","SupplierFax","SupplierPONotes","SupplierPhone1","SupplierPhone2","SupplierShipVia","SupplierState","SupplierWebsite","SupplierZipCode","TotalCosted","TotalOrdered","TotalReceived","UserConfirmed"
"43677","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39283","","1.0000","","2026-09-15 00:00:00","2026-09-15 00:00:00","2026-09-08 00:00:00","2026-09-15 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","591.9300","591.9300","591.9300",""
"43678","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39284","","1.0000","","2026-09-17 00:00:00","","2026-09-08 00:00:00","2026-09-17 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","86577305","GE/RCA CONSUMER SERVICE","PO BOX 733572","DALLAS","GE PARTS","","","","GENERAL ELECTRIC COMPANY","graham.ramsey@geappliances.com","(866) 765-3592","","(888) 440-3405","1.866.557.7586","","TX","","75373-3572","537.7000","942.1400","537.7000",""
"43679","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39285","","1.0000","","","","2026-09-08 00:00:00","","2026-09-08 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","0.0000","1080.0000","0.0000",""
"43680","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39286","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-08 00:00:00","2026-09-12 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","225.0000","225.0000","225.0000",""
"43681","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39287","","1.0000","","","","","","2026-09-08 00:00:00","0","","","","","","","","","","","","271 TEXAS AVE","","ROUND ROCK","DAWARD","","","","D.A. WARDEN","","(512) 459-1421","","(512) 459-9693","","","TX","","78664","0.0000","0.0000","0.0000",""
"43682","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39288","","1.0000","","2026-09-18 00:00:00","","2026-09-08 00:00:00","2026-09-17 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","137.0000","274.0000","137.0000",""
"43683","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39289","","1.0000","","2026-09-11 00:00:00","2026-09-11 00:00:00","2026-09-08 00:00:00","2026-09-11 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","1707.1800","1707.1800","1707.1800",""
"43684","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39290","","1.0000","","2026-09-18 00:00:00","","2026-09-08 00:00:00","2026-09-14 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","9224.0000","9734.0000","9734.0000",""
"43685","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39291","","1.0000","","2026-09-18 00:00:00","","2026-09-08 00:00:00","2026-09-18 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","2177.0000","5685.0000","5231.0000",""
"43663","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39270","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-04 00:00:00","2026-09-14 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","2219.0000","2219.0000","2219.0000",""
"43664","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-08 00:00:00","True","Andrew Walsh","39271","","1.0000","","","","2026-09-04 00:00:00","2026-09-14 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","8203150","P.O. Box 22924","","New York","MIELE","BRYAN ABOUD 210-254-7189","","","Miele, Incorporated","","(609) 419-4298","","(800) 843-7231","AR 800.999.3790 x 5","","NY","","10087-2924","0.0000","23772.1700","23772.1700",""
"43665","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39272","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-04 00:00:00","2026-09-17 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","10573.0000","10573.0000","10573.0000",""
"43666","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","P230","","1.0000","","2026-09-18 00:00:00","","2026-09-04 00:00:00","2026-09-16 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","80138.8800","114096.0000","80138.8800",""
"43667","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39273","","1.0000","","","","","","2026-09-04 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","Ruvati for CB00010194","","","","","","","0.0000","0.0000","0.0000",""
"43668","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39274","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-04 00:00:00","2026-09-10 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","4559.0000","4559.0000","4559.0000",""
"43669","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-09 00:00:00","True","Andrew Walsh","39275","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-04 00:00:00","2026-09-14 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","2058.0000","2058.0000","2058.0000",""
"43670","","Supplier","ALL","False","","","False","2026-09-04 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39276","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-04 00:00:00","2026-09-10 00:00:00","2026-09-04 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","4559.0000","4559.0000","4559.0000",""
"43654","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","AMW","","","","","","","","","","","","2026-09-09 00:00:00","True","Andrew Walsh","39261","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-08 00:00:00","2026-09-10 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","791472T","PO BOX 24302","","NEW YORK","ALMO","","","","ALMO CORPORATION","socentral@almo.com  order email","(215) 698-4070","","(888) 893-5816","","","NY","www.access.almo.com","10087","7143.4600","7143.4600","7143.4600",""
"43655","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39262","","1.0000","","","","2026-09-03 00:00:00","","2026-09-03 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","0.0000","296.4100","0.0000",""
"43656","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39263","","1.0000","","2026-09-14 00:00:00","","2026-09-03 00:00:00","2026-09-14 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","731.5900","841.1800","731.5900",""
"43657","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39264","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-03 00:00:00","2026-09-14 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","1400.0200","1400.0200","1400.0200",""
"43658","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39265","","1.0000","","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-09-03 00:00:00","2026-09-08 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","","P.O. Box 8387","","CAROL STREAM","ENCOMPASS","","","","ENCOMPASS","","","","","","","IL","","60197","127.8000","127.8000","127.8000",""
"43659","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39266","","1.0000","","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-09-03 00:00:00","2026-09-08 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","335.4000","335.4000","335.4000",""
"43660","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39267","","1.0000","","2026-09-09 00:00:00","2026-09-09 00:00:00","2026-09-03 00:00:00","2026-09-09 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","1112.3800","1112.3800","1112.3800",""
"43661","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39268","","1.0000","","","","2026-09-03 00:00:00","","2026-09-03 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","0.0000","1646.1300","0.0000",""
"43662","","Supplier","ALL","False","","","False","2026-09-03 00:00:00","CDM","","","","","","","","","","","","","True","Cayden Mayfield","39269","","1.0000","","2026-09-09 00:00:00","2026-09-09 00:00:00","2026-09-03 00:00:00","2026-09-09 00:00:00","2026-09-03 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","90.7200","90.7200","90.7200",""
"43643","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39251","","1.0000","","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-09-02 00:00:00","2026-09-08 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","490.9500","490.9500","490.9500",""
"43644","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39252","","1.0000","","2026-09-09 00:00:00","2026-09-09 00:00:00","2026-09-03 00:00:00","2026-09-09 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","582.0900","582.0900","582.0900",""
"43645","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39253","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-02 00:00:00","2026-09-14 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","547.6000","547.6000","547.6000",""
"43646","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","CDM","","","","","","","","","","","","","True","Cayden Mayfield","39254","ONEAL 3T 18V QTY 2","1.0000","2026-09-02 00:00:00","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-09-02 00:00:00","2026-09-03 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","540275","PO BOX 848343","","DALLAS","TRANE","","","","TRANE U.S. INC.","tiffanyjones@trane.com","","","800.241.8507","","","TX","","75284-8343","12580.1700","12787.8700","12580.1700","CDM"
"43647","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","CDM","","","","","","","","","","","","","True","Cayden Mayfield","39255","PIRTLE 4T 2T 20V","1.0000","2026-09-02 00:00:00","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-02 00:00:00","2026-09-08 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","540275","PO BOX 848343","","DALLAS","TRANE","","","","TRANE U.S. INC.","tiffanyjones@trane.com","","","800.241.8507","","","TX","","75284-8343","10930.3100","10930.3100","10930.3100","CDM"
"43648","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","AMW","","","","","","","","","","","","2026-09-08 00:00:00","True","Andrew Walsh","39256","","1.0000","","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-09-02 00:00:00","2026-09-08 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","4376.0000","4376.0000","4376.0000",""
"43649","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","AMW","","","","","","","","","","","","2026-10-16 00:00:00","True","Andrew Walsh","39257","","1.0000","","","","2026-09-02 00:00:00","","2026-09-02 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","7362.0000","0.0000",""
"43650","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39258","","1.0000","","2026-09-10 00:00:00","2026-09-10 00:00:00","2026-09-02 00:00:00","2026-09-10 00:00:00","2026-09-02 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","177.2000","177.2000","177.2000",""
"43651","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39259","","1.0000","","","","","","2026-09-02 00:00:00","0","","","","","","","","","","","C009058","13610 52ND ST E","","SUMNER","BELLMONT","","","","BELLMONT CABINET CO.","","","FOR CB00010198 - SCHWEITZER","(253) 321-3011","","","WA","","98390","0.0000","0.0000","0.0000",""
"43652","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","AMW","","","","","","","","","","","","2026-09-09 00:00:00","True","Andrew Walsh","39260","","1.0000","","","","","","2026-09-02 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","0.0000","0.0000","0.0000",""
"43653","","Supplier","ALL","False","","","False","2026-09-02 00:00:00","AMW","","","","","","","","","","","","2026-09-09 00:00:00","True","Andrew Walsh","P229","","1.0000","","","","","","2026-09-02 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","0.0000","0.0000","0.0000",""
"43619","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","CAM","","","","","","","","","","","","","True","","39228","","1.0000","","","","","","2026-09-01 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","","","","","","","","0.0000","0.0000","0.0000",""
"43620","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39229","","1.0000","","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-09-01 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","66.9900","66.9900","66.9900",""
"43621","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","RDW","","","","","","","","","","","","","True","RDW","39230","","1.0000","","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","0.0100","0.0100","0.0100",""
"43622","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39231","","1.0000","","2026-09-03 00:00:00","","2026-09-01 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","202.4400","629.9400","202.4400",""
"43623","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39232","","1.0000","","2026-09-09 00:00:00","2026-09-09 00:00:00","2026-09-01 00:00:00","2026-09-09 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","964.2700","964.2700","964.2700",""
"43624","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39233","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","15141.0000","15141.0000","15141.0000",""
"43625","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39234","","1.0000","","2026-09-04 00:00:00","","2026-09-01 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","10944.0000","14446.0000","10944.0000",""
"43626","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39235","","1.0000","","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-09-01 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","7609.0000","7609.0000","7609.0000",""
"43627","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39236","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","11298.0000","11298.0000","11298.0000",""
"43628","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39237","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","4027.0000","4027.0000","4027.0000",""
"43629","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39238","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","11970.0000","11970.0000","11970.0000",""
"43630","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-10 00:00:00","True","Andrew Walsh","39239","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","4698.0000","4698.0000","4698.0000",""
"43631","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39240","","1.0000","","2026-09-12 00:00:00","","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","","PO BOX 730241","","DALLAS","LGEUS","","","","LG ELECTRONICS USA INC","","","","","","","TX","","75373-0241","3191.0400","6363.6000","3191.0400",""
"43632","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","RR","","","","","","","","","","","","2026-08-27 00:00:00","True","Rafael Ramirez","PALOOZA F2026","","1.0000","","2026-09-02 00:00:00","2026-09-02 00:00:00","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","8626.0000","8626.0000","8626.0000",""
"43633","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39241","","1.0000","","2026-09-03 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","2026-09-03 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","129032","P. O. Box 740919","","Los Angeles","FISHERPAYK","ERICK FRANK","","","FISHER & PAYKEL","erick.frank@fisherpaykel.com order email","(949) 790-8911","","(949) 790-8900","","","CA","fisherpaykel.com","90074","0.0100","0.0100","0.0100",""
"43634","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39242","","1.0000","","2026-09-18 00:00:00","","2026-09-01 00:00:00","2026-09-18 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","29249.0000","48373.0000","29249.0000",""
"43635","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39243","","1.0000","","","","","","2026-09-01 00:00:00","0","","","","","","","","","","","","271 TEXAS AVE","","ROUND ROCK","DAWARD","","","","D.A. WARDEN","","(512) 459-1421","","(512) 459-9693","","","TX","","78664","0.0000","0.0000","0.0000",""
